url,old_path,new_path,old_loc,new_loc,old_block,new_block,old_disciplined,new_disciplined,old_undisciplined,new_undisciplined,commit_hash,author
https://github.com/fvwmorg/fvwm,fvwm/session.c,fvwm/session.c,842,953,12,30,11,28,1,2,d6eff99fb42a5afbc1ef7c3ce3f386bf609f7ca7,Committer [name=migo; email=migo]
https://github.com/fvwmorg/fvwm,modules/FvwmPager/x_pager.c,modules/FvwmPager/x_pager.c,2327,2454,35,51,27,35,8,16,78faefc4faee78b23af9c49501b06339f13b642b,Committer [name=hippo; email=hippo]
https://github.com/fvwmorg/fvwm,modules/FvwmPager/x_pager.c,modules/FvwmPager/x_pager.c,2497,2321,51,35,35,27,16,8,47bc5cb2fc9fc4aec1bc02a8967c87304094cf70,Committer [name=hippo; email=hippo]
https://github.com/fvwmorg/fvwm,modules/FvwmButtons/FvwmButtons.c,modules/FvwmButtons/FvwmButtons.c,1916,2029,70,72,63,64,7,8,a2e9eb4f84eadee5b4bd96ebf3dd7d173de0f8f5,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmButtons/FvwmButtons.c,modules/FvwmButtons/FvwmButtons.c,2076,2143,72,103,64,82,8,21,5dfdbec284e4c30e1fd1c87d9ee2805e45f0d2d5,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmButtons/FvwmButtons.c,modules/FvwmButtons/FvwmButtons.c,2143,1812,103,69,82,62,21,7,c4e84ba87c07f3152fa3a60ac2225d0ef25cc2a5,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmAuto/FvwmAuto.c,modules/FvwmAuto/FvwmAuto.c,140,178,1,11,1,10,0,1,0dff500cf5775271feb2f177ce9821eb73ce0e76,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmWharf/FvwmWharf.c,modules/FvwmWharf/FvwmWharf.c,1937,2065,20,20,18,19,2,1,7dca45071dcb7f2dcb9cf092c9cbb5d689ab3227,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmWharf/FvwmWharf.c,modules/FvwmWharf/FvwmWharf.c,2065,2070,20,20,19,18,1,2,52bcd4d8dd05d8391e057dde58c5c76ff6114239,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmWinList/FvwmWinList.c,modules/FvwmWinList/FvwmWinList.c,969,972,24,24,23,24,1,0,aa3f4adc86083ad6cb7a96ebe3054f8a942d81ed,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/add_window.c,fvwm/add_window.c,960,1244,14,21,13,18,1,3,1cddf226897bd4de611ac84f965abb6498772386,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/misc.c,fvwm/misc.c,524,313,9,3,7,3,2,0,1cddf226897bd4de611ac84f965abb6498772386,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmWinList/FvwmWinList.c,modules/FvwmWinList/FvwmWinList.c,1005,994,24,24,24,23,0,1,34846cd3d272c6b2e8bfe6cc82a06e2d4ee75677,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,fvwm/borders.c,fvwm/borders.c,1293,1266,48,14,36,8,12,6,f758669fa1bc435e3d54d3fa07b48617c7d8d65f,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/builtins.c,fvwm/builtins.c,2640,2606,88,71,71,55,17,16,f758669fa1bc435e3d54d3fa07b48617c7d8d65f,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/menus.c,fvwm/menus.c,5309,5270,31,17,26,13,5,4,f758669fa1bc435e3d54d3fa07b48617c7d8d65f,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,libs/Bindings.c,libs/Bindings.c,373,380,10,12,5,6,5,6,bc92484e49fdf0f5fc973ab7b9bfacd89f8a2bb8,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,fvwm/bindings.c,fvwm/bindings.c,273,262,10,3,9,3,1,0,838ab2960c5a66f150335adce4ca7258987dbe0c,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/builtins.c,fvwm/builtins.c,2811,2807,67,65,51,50,16,15,838ab2960c5a66f150335adce4ca7258987dbe0c,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/events.c,fvwm/events.c,1629,1592,36,18,33,17,3,1,838ab2960c5a66f150335adce4ca7258987dbe0c,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/session.c,fvwm/session.c,981,989,31,29,28,25,3,4,838ab2960c5a66f150335adce4ca7258987dbe0c,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,libs/Bindings.c,libs/Bindings.c,380,436,12,0,6,0,6,0,838ab2960c5a66f150335adce4ca7258987dbe0c,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/session.c,fvwm/session.c,991,989,29,29,25,26,4,3,61e0b40c0b092df8b2bca210fc4a4156fb64ae6b,Committer [name=migo; email=migo]
https://github.com/fvwmorg/fvwm,fvwm/builtins.c,fvwm/builtins.c,2420,2434,32,39,28,34,4,5,6d9c285503e05d9a13bc5285fe610adf76114e77,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,fvwm/misc.c,fvwm/misc.c,294,320,3,10,3,6,0,4,6d9c285503e05d9a13bc5285fe610adf76114e77,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,fvwm/misc.c,fvwm/misc.c,242,228,10,3,6,3,4,0,5ccc6b2945f15bc40a64d2a7072a11d7e30af07a,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/stack.c,fvwm/stack.c,731,770,0,14,0,13,0,1,a842961b834838a6109aefe1256bedf7062993bb,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/stack.c,fvwm/stack.c,770,747,14,0,13,0,1,0,4652baaff408f7b42e35e7b0af99e858b090f7b9,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/placement.c,fvwm/placement.c,667,670,1,1,1,0,0,1,adc59006fedd564cd2010060bc81ba1b6caad521,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/module_interface.c,fvwm/module_interface.c,1020,1068,7,18,7,17,0,1,57993f4ef8c32d04b7a553d4adc4d7fb0b807ace,Committer [name=migo; email=migo]
https://github.com/fvwmorg/fvwm,fvwm/misc.c,fvwm/misc.c,277,318,3,9,3,7,0,2,fd47de40d1dce123c96584ae3e3f11e76f0e44b4,Committer [name=dane; email=dane]
https://github.com/fvwmorg/fvwm,fvwm/placement.c,fvwm/placement.c,702,694,8,6,7,6,1,0,97ab9a84a0d38e22eb0823365b37bfd9b4842353,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,libs/GetFont.c,libs/GetFont.c,99,103,7,7,6,7,1,0,514902e994da5379536815096673ee8df0a09e10,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/builtins.c,fvwm/builtins.c,2575,2571,32,29,28,26,4,3,ee4ef96a74739b30322a2f5ced1e3a8bc38442a3,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/menus.c,fvwm/menus.c,5796,5847,9,18,9,17,0,1,ad004c21760832ff8a602c3194469806b147eaf4,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/menus.c,fvwm/menus.c,6136,6017,20,10,19,10,1,0,8faa601b8bbfca4b596fc4760413e69e5a226d62,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/stack.c,fvwm/stack.c,1092,1082,13,8,10,8,3,0,426c3fe693e5fd254166848bcc603b459ec39858,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/stack.c,fvwm/stack.c,1069,1092,8,13,8,10,0,3,cbc5a530064d27bde4b0bf0fd35452f0563b8573,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmTaskBar/FvwmTaskBar.c,modules/FvwmTaskBar/FvwmTaskBar.c,1652,1653,21,21,16,15,5,6,609b22c66972a95e7a00430313d89773c888bbd4,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,libs/Graphics.c,libs/Graphics.c,808,832,0,5,0,4,0,1,e262a6e7c2054375418696734128a6a642cb7121,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,libs/Graphics.c,libs/Graphics.c,832,811,5,0,4,0,1,0,d0c018e3aa71d6255665fe46f45b39a891f4430c,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/move_resize.c,fvwm/move_resize.c,2615,2686,7,7,5,7,2,0,f61ad4f20c6a43a996c69198cd90e512fa4c627d,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/borders.c,fvwm/borders.c,1830,2004,20,32,15,22,5,10,0c4be41ce6591fd0a31693a0e85724b47889813e,Committer [name=migo; email=migo]
https://github.com/fvwmorg/fvwm,fvwm/borders.c,fvwm/borders.c,2004,1830,32,20,22,15,10,5,ec7ae27eb26d602ba76efc65b82fb6303de29b48,Committer [name=migo; email=migo]
https://github.com/fvwmorg/fvwm,fvwm/borders.c,fvwm/borders.c,1830,2004,20,32,15,22,5,10,c10221c09711d8c970c9c32145a501cc2cc320dc,Committer [name=migo; email=migo]
https://github.com/fvwmorg/fvwm,fvwm/add_window.c,fvwm/add_window.c,1919,2093,11,15,11,13,0,2,a56f94ea5931bf6b67659823ce9a8c67b4139c2d,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,fvwm/borders.c,fvwm/borders.c,2016,2004,32,26,22,20,10,6,c4a64fd9a6f0043706d836533c534d14baedc4ab,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/builtins.c,fvwm/builtins.c,2959,2951,26,22,23,20,3,2,c4a64fd9a6f0043706d836533c534d14baedc4ab,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/add_window.c,fvwm/add_window.c,2114,2125,15,15,13,15,2,0,7b331f0d7aff14578b0a1915508564322d59e698,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/module_interface.c,fvwm/module_interface.c,1226,1209,21,7,17,7,4,0,3983f8a01261cd94286fd0738ed37a233b8a7b4c,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,libs/Flocale.c,libs/Flocale.c,438,514,25,30,23,25,2,5,1bad68fc650100e05934a5bee9ec132444a41fee,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,fvwm/borders.c,fvwm/borders.c,2085,2082,14,10,9,4,5,6,041c3b49de44c5ea3dc3f90df44205303f853c76,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmIconMan/xmanager.c,modules/FvwmIconMan/xmanager.c,1626,1617,11,3,7,3,4,0,041c3b49de44c5ea3dc3f90df44205303f853c76,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmTaskBar/FvwmTaskBar.c,modules/FvwmTaskBar/FvwmTaskBar.c,1882,1879,13,11,12,11,1,0,041c3b49de44c5ea3dc3f90df44205303f853c76,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmWinList/FvwmWinList.c,modules/FvwmWinList/FvwmWinList.c,1206,1201,21,15,20,15,1,0,041c3b49de44c5ea3dc3f90df44205303f853c76,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/borders.c,fvwm/borders.c,2081,2254,10,11,4,6,6,5,881271a26eb6897f4b17cbd6f72021b8e419783f,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/borders.c,fvwm/borders.c,2258,2485,11,11,6,5,5,6,484fbe33318508d61eec5a972a150160dd610ed7,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,libs/FScreen.c,libs/FScreen.c,883,1054,16,10,14,10,2,0,d51faf1dbdf5541214028fdb736609b07f4a8315,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/functions.c,fvwm/functions.c,1997,1082,10,6,10,5,0,1,1162294ea52babc0a17485fde051137bde7e2485,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,modules/FvwmEvent/FvwmEvent.c,modules/FvwmEvent/FvwmEvent.c,456,565,14,14,13,14,1,0,a2660d93b2ba8e5f73b99d9daf216111724c733b,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,libs/PictureImageLoader.c,libs/PictureImageLoader.c,551,590,10,15,10,14,0,1,cf1dbc8820ebbb6c6460cc61227b2909fea895ab,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,fvwm/style.c,fvwm/style.c,3329,3455,2,2,1,2,1,0,4aec970f74cfc219cf968181511b03a969ab7811,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/events.c,fvwm/events.c,3246,3255,18,22,18,20,0,2,6a886778820e58501fc976db7c8f10c85c6f93db,Committer [name=drbob; email=drbob]
https://github.com/fvwmorg/fvwm,fvwm/misc.c,fvwm/misc.c,423,411,11,7,9,7,2,0,2493b191f6f3c2eefa744205e482983b5b7e0127,Committer [name=migo; email=migo]
https://github.com/fvwmorg/fvwm,libs/FRender.c,libs/FRender.c,475,588,0,5,0,3,0,2,d6b0107b51b99da7d6884b565ddf6185d49691e9,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,libs/FRender.c,libs/FRender.c,617,566,5,0,3,0,2,0,f55ea3580315869c7793145cadb80a8d99dfc49b,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,libs/PictureUtils.c,libs/PictureUtils.c,1499,1660,9,4,8,4,1,0,f9edfe6a3f6741eb010e26a304a3f6ca23bc2b19,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,fvwm/borders.c,fvwm/borders.c,3095,3884,7,2,6,2,1,0,b8eb386d45245ac4fe14ad2010934734e49d7404,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,fvwm/session.c,fvwm/session.c,1328,1394,32,30,29,28,3,2,449739ebc9323b85cb858948341534f3bc1f142c,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,fvwm/session.c,fvwm/session.c,1448,1488,37,20,35,20,2,0,57ffb83e5b5caa6b04275d8d53d0465d895ef48f,Committer [name=olicha; email=olicha]
https://github.com/fvwmorg/fvwm,modules/FvwmScript/scanner.c,modules/FvwmScript/scanner.c,2021,2046,27,77,26,72,1,5,76302e23767660487f8b32fe1f2efebcad64cf4f,Committer [name=griph; email=griph]
https://github.com/fvwmorg/fvwm,modules/FvwmScript/scanner.c,modules/FvwmScript/scanner.c,2046,2060,77,29,72,28,5,1,15f9a43a71a587fd0115d119fcbb09f70eef99aa,Committer [name=domivogt; email=domivogt]
https://github.com/fvwmorg/fvwm,fvwm/builtins.c,fvwm/builtins.c,3949,3918,16,1,14,1,2,0,f86592755bb9ca510095dcb47d627671de982bc3,Committer [name=Thomas Adam; email=thomas@fvwm.org]
https://github.com/fvwmorg/fvwm,fvwm/functions.c,fvwm/functions.c,1349,1343,6,3,5,3,1,0,f86592755bb9ca510095dcb47d627671de982bc3,Committer [name=Thomas Adam; email=thomas@fvwm.org]
